,Spieltag,Season,Name,Team1,Team2,Guess,Result,Points
1113,4,2016/2017,Alrun,S04,KOE,3:1,1:3,0
1114,4,2016/2017,Alrun,FCB,BSC,3:0,3:0,"1,71"
1115,4,2016/2017,Alrun,B04,FCA,2:0,0:0,0
1116,4,2016/2017,AdKo,WOB,BVB,1:4,1:5,"2,65"
1117,4,2016/2017,AdKo,SCF,HSV,0:0,1:0,0
1118,4,2016/2017,AdKo,D98,TSG,2:3,1:1,0
1119,4,2016/2017,AdKo,FCI,SGE,0:1,0:2,"1,34"
1120,4,2016/2017,AdKo,BRE,M05,0:0,1:2,0
1121,4,2016/2017,AdKo,RBL,BMG,2:0,1:1,0
1122,4,2016/2017,AdKo,S04,KOE,0:0,1:3,0
1123,4,2016/2017,AdKo,FCB,BSC,0:0,3:0,0
1124,4,2016/2017,AdKo,B04,FCA,3:0,0:0,0
1125,4,2016/2017,NOne,WOB,BVB,1:3,1:5,"1,25"
1126,4,2016/2017,NOne,SCF,HSV,2:1,1:0,"1,35"
1127,4,2016/2017,NOne,D98,TSG,0:4,1:1,0
1128,4,2016/2017,NOne,FCI,SGE,2:1,0:2,0
1129,4,2016/2017,NOne,BRE,M05,2:1,1:2,0
1130,4,2016/2017,NOne,RBL,BMG,1:2,1:1,0
1131,4,2016/2017,NOne,S04,KOE,1:1,1:3,0
1132,4,2016/2017,NOne,FCB,BSC,4:0,3:0,"1,19"
1133,4,2016/2017,NOne,B04,FCA,3:1,0:0,0
1134,4,2016/2017,sb,WOB,BVB,1:3,1:5,"1,25"
1135,4,2016/2017,sb,SCF,HSV,2:1,1:0,"1,35"
1136,4,2016/2017,sb,D98,TSG,0:1,1:1,0
1137,4,2016/2017,sb,FCI,SGE,2:1,0:2,0
1138,4,2016/2017,sb,BRE,M05,2:2,1:2,0
1139,4,2016/2017,sb,RBL,BMG,3:1,1:1,0
1140,4,2016/2017,sb,S04,KOE,2:0,1:3,0
1141,4,2016/2017,sb,FCB,BSC,5:0,3:0,"1,14"
1142,4,2016/2017,sb,B04,FCA,2:0,0:0,0
1143,4,2016/2017,StT,WOB,BVB,0:0,1:5,0
1144,4,2016/2017,StT,SCF,HSV,2:2,1:0,0
1145,4,2016/2017,StT,D98,TSG,1:1,1:1,"2,5"
1146,4,2016/2017,StT,FCI,SGE,2:0,0:2,0
1147,4,2016/2017,StT,BRE,M05,4:1,1:2,0
1148,4,2016/2017,StT,RBL,BMG,2:1,1:1,0
1149,4,2016/2017,StT,S04,KOE,2:0,1:3,0
1150,4,2016/2017,StT,FCB,BSC,2:0,3:0,"1,19"
1151,4,2016/2017,StT,B04,FCA,3:0,0:0,0
1152,4,2016/2017,Soni,WOB,BVB,1:1,1:5,0
1153,4,2016/2017,Soni,SCF,HSV,0:3,1:0,0
1154,4,2016/2017,Soni,D98,TSG,1:3,1:1,0
1155,4,2016/2017,Soni,FCI,SGE,0:2,0:2,"2,47"
1156,4,2016/2017,Soni,BRE,M05,1:1,1:2,0
1157,4,2016/2017,Soni,RBL,BMG,3:2,1:1,0
1158,4,2016/2017,Soni,S04,KOE,4:1,1:3,0
1159,4,2016/2017,Soni,FCB,BSC,2:1,3:0,"1,16"
1160,4,2016/2017,Soni,B04,FCA,2:0,0:0,0
1161,4,2016/2017,JK,WOB,BVB,1:2,1:5,"1,14"
1162,4,2016/2017,JK,SCF,HSV,0:2,1:0,0
1163,4,2016/2017,JK,D98,TSG,0:0,1:1,"1,75"
1164,4,2016/2017,JK,FCI,SGE,1:0,0:2,0
1165,4,2016/2017,JK,BRE,M05,0:0,1:2,0
1166,4,2016/2017,JK,RBL,BMG,2:0,1:1,0
1167,4,2016/2017,JK,S04,KOE,3:0,1:3,0
1168,4,2016/2017,JK,FCB,BSC,2:2,3:0,0
1169,4,2016/2017,JK,B04,FCA,0:1,0:0,0
1170,4,2016/2017,EB,WOB,BVB,2:1,1:5,0
1171,4,2016/2017,EB,SCF,HSV,2:1,1:0,"1,35"
1172,4,2016/2017,EB,D98,TSG,2:1,1:1,0
1173,4,2016/2017,EB,FCI,SGE,2:1,0:2,0
1174,4,2016/2017,EB,BRE,M05,2:1,1:2,0
1175,4,2016/2017,EB,RBL,BMG,2:1,1:1,0
1176,4,2016/2017,EB,S04,KOE,2:1,1:3,0
1177,4,2016/2017,EB,FCB,BSC,2:1,3:0,"1,16"
1178,4,2016/2017,EB,B04,FCA,2:1,0:0,0
1179,4,2016/2017,TG,WOB,BVB,3:1,1:5,0
1180,4,2016/2017,TG,SCF,HSV,1:1,1:0,0
1181,4,2016/2017,TG,D98,TSG,4:2,1:1,0
1182,4,2016/2017,TG,FCI,SGE,0:0,0:2,0
1183,4,2016/2017,TG,BRE,M05,0:2,1:2,"1,31"
1184,4,2016/2017,TG,RBL,BMG,4:0,1:1,0
1185,4,2016/2017,TG,S04,KOE,3:3,1:3,0
1186,4,2016/2017,TG,FCB,BSC,6:2,3:0,"1,18"
1187,4,2016/2017,TG,B04,FCA,1:0,0:0,0
1188,4,2016/2017,tobi,WOB,BVB,3:0,1:5,0
1189,4,2016/2017,tobi,SCF,HSV,3:0,1:0,"1,21"
1190,4,2016/2017,tobi,D98,TSG,,1:1,0
1191,4,2016/2017,tobi,FCI,SGE,,0:2,0
1192,4,2016/2017,tobi,BRE,M05,0:3,1:2,"1,25"
1193,4,2016/2017,tobi,RBL,BMG,0:3,1:1,0
1194,4,2016/2017,tobi,S04,KOE,3:0,1:3,0
1195,4,2016/2017,tobi,FCB,BSC,0:3,3:0,0
1196,4,2016/2017,tobi,B04,FCA,0:3,0:0,0
1197,5,2016/2017,sb,BVB,SCF,5:0,3:1,"1,14"
1198,5,2016/2017,sb,M05,B04,1:2,2:3,"1,64"
1199,5,2016/2017,sb,FCA,D98,3:1,1:0,"1,19"
1200,5,2016/2017,sb,BMG,FCI,2:0,2:0,"1,47"
1201,5,2016/2017,sb,SGE,BSC,2:2,3:3,"5,32"
1202,5,2016/2017,sb,HSV,FCB,1:4,0:1,"1,18"
1203,5,2016/2017,sb,BRE,WOB,1:2,2:1,0
1204,5,2016/2017,sb,TSG,S04,3:1,2:1,"1,32"
1205,5,2016/2017,sb,KOE,RBL,1:2,1:1,0
1206,5,2016/2017,Runner,BVB,SCF,2:0,3:1,"1,31"
1207,5,2016/2017,Runner,M05,B04,2:1,2:3,0
1208,5,2016/2017,Runner,FCA,D98,1:0,1:0,"1,74"
1209,5,2016/2017,Runner,BMG,FCI,3:1,2:0,"1,3"
1210,5,2016/2017,Runner,SGE,BSC,1:1,3:3,"1,72"
1211,5,2016/2017,Runner,HSV,FCB,0:4,0:1,"1,13"
1212,5,2016/2017,Runner,BRE,WOB,0:2,2:1,0
1213,5,2016/2017,Runner,TSG,S04,1:0,2:1,"1,56"
1214,5,2016/2017,Runner,KOE,RBL,1:1,1:1,"2,03"
1215,5,2016/2017,StT,BVB,SCF,2:1,3:1,"1,15"
1216,5,2016/2017,StT,M05,B04,0:2,2:3,"1,35"
1217,5,2016/2017,StT,FCA,D98,1:0,1:0,"1,74"
1218,5,2016/2017,StT,BMG,FCI,4:1,2:0,"1,16"
1219,5,2016/2017,StT,SGE,BSC,1:0,3:3,0
1220,5,2016/2017,StT,HSV,FCB,0:3,0:1,"1,19"
1221,5,2016/2017,StT,BRE,WOB,2:1,2:1,"2,5"
1222,5,2016/2017,StT,TSG,S04,1:1,2:1,0
1223,5,2016/2017,StT,KOE,RBL,0:0,1:1,"1,56"
1224,5,2016/2017,dtomasch,BVB,SCF,3:0,3:1,"1,15"
1225,5,2016/2017,dtomasch,M05,B04,2:3,2:3,"4,85"
1226,5,2016/2017,dtomasch,FCA,D98,2:1,1:0,"1,32"
1227,5,2016/2017,dtomasch,BMG,FCI,1:0,2:0,"1,17"
1228,5,2016/2017,dtomasch,SGE,BSC,1:2,3:3,0
1229,5,2016/2017,dtomasch,HSV,FCB,0:2,0:1,"1,49"
1230,5,2016/2017,dtomasch,BRE,WOB,0:1,2:1,0
1231,5,2016/2017,dtomasch,TSG,S04,1:1,2:1,0
1232,5,2016/2017,dtomasch,KOE,RBL,2:0,1:1,0
1233,5,2016/2017,saptarshi,BVB,SCF,3:1,3:1,"1,54"
1234,5,2016/2017,saptarshi,M05,B04,2:1,2:3,0
1235,5,2016/2017,saptarshi,FCA,D98,1:1,1:0,0
1236,5,2016/2017,saptarshi,BMG,FCI,2:1,2:0,"1,17"
1237,5,2016/2017,saptarshi,SGE,BSC,1:1,3:3,"1,72"
1238,5,2016/2017,saptarshi,HSV,FCB,0:3,0:1,"1,19"
1239,5,2016/2017,saptarshi,BRE,WOB,1:2,2:1,0
1240,5,2016/2017,saptarshi,TSG,S04,2:1,2:1,"1,85"
1241,5,2016/2017,saptarshi,KOE,RBL,1:1,1:1,"2,03"
1242,5,2016/2017,Julian,BVB,SCF,1:0,3:1,"1,14"
1243,5,2016/2017,Julian,M05,B04,0:2,2:3,"1,35"
1244,5,2016/2017,Julian,FCA,D98,1:1,1:0,0
1245,5,2016/2017,Julian,BMG,FCI,4:1,2:0,"1,16"
1246,5,2016/2017,Julian,SGE,BSC,2:0,3:3,0
1247,5,2016/2017,Julian,HSV,FCB,0:0,0:1,0
1248,5,2016/2017,Julian,BRE,WOB,2:0,2:1,"1,75"
1249,5,2016/2017,Julian,TSG,S04,3:2,2:1,"1,56"
1250,5,2016/2017,Julian,KOE,RBL,0:0,1:1,"1,56"
1251,5,2016/2017,Essen1957,BVB,SCF,2:0,3:1,"1,31"
1252,5,2016/2017,Essen1957,M05,B04,1:2,2:3,"1,64"
1253,5,2016/2017,Essen1957,FCA,D98,3:1,1:0,"1,19"
1254,5,2016/2017,Essen1957,BMG,FCI,3:0,2:0,"1,17"
1255,5,2016/2017,Essen1957,SGE,BSC,1:1,3:3,"1,72"
1256,5,2016/2017,Essen1957,HSV,FCB,1:3,0:1,"1,32"
1257,5,2016/2017,Essen1957,BRE,WOB,1:2,2:1,0
1258,5,2016/2017,Essen1957,TSG,S04,2:2,2:1,0
1259,5,2016/2017,Essen1957,KOE,RBL,3:2,1:1,0
1260,5,2016/2017,PuQ,BVB,SCF,3:0,3:1,"1,15"
1261,5,2016/2017,PuQ,M05,B04,0:1,2:3,"1,55"
1262,5,2016/2017,PuQ,FCA,D98,2:0,1:0,"1,21"
1263,5,2016/2017,PuQ,BMG,FCI,2:0,2:0,"1,47"
1264,5,2016/2017,PuQ,SGE,BSC,1:1,3:3,"1,72"
1265,5,2016/2017,PuQ,HSV,FCB,0:4,0:1,"1,13"
1266,5,2016/2017,PuQ,BRE,WOB,0:2,2:1,0
1267,5,2016/2017,PuQ,TSG,S04,1:2,2:1,0
1268,5,2016/2017,PuQ,KOE,RBL,2:1,1:1,0
1269,5,2016/2017,pat,BVB,SCF,3:0,3:1,"1,15"
1270,5,2016/2017,pat,M05,B04,2:0,2:3,0
1271,5,2016/2017,pat,FCA,D98,2:0,1:0,"1,21"
1272,5,2016/2017,pat,BMG,FCI,2:0,2:0,"1,47"
1273,5,2016/2017,pat,SGE,BSC,2:0,3:3,0
1274,5,2016/2017,pat,HSV,FCB,0:3,0:1,"1,19"
1275,5,2016/2017,pat,BRE,WOB,2:0,2:1,"1,75"
1276,5,2016/2017,pat,TSG,S04,2:0,2:1,"1,32"
1277,5,2016/2017,pat,KOE,RBL,2:0,1:1,0
1278,5,2016/2017,CHB,BVB,SCF,2:0,3:1,"1,31"
1279,5,2016/2017,CHB,M05,B04,0:2,2:3,"1,35"
1280,5,2016/2017,CHB,FCA,D98,1:1,1:0,0
1281,5,2016/2017,CHB,BMG,FCI,2:0,2:0,"1,47"
1282,5,2016/2017,CHB,SGE,BSC,0:2,3:3,0
1283,5,2016/2017,CHB,HSV,FCB,1:1,0:1,0
1284,5,2016/2017,CHB,BRE,WOB,0:2,2:1,0
1285,5,2016/2017,CHB,TSG,S04,2:1,2:1,"1,85"
1286,5,2016/2017,CHB,KOE,RBL,1:1,1:1,"2,03"
1287,5,2016/2017,isabella,BVB,SCF,4:1,3:1,"1,15"
1288,5,2016/2017,isabella,M05,B04,2:1,2:3,0
1289,5,2016/2017,isabella,FCA,D98,2:1,1:0,"1,32"
1290,5,2016/2017,isabella,BMG,FCI,2:1,2:0,"1,17"
1291,5,2016/2017,isabella,SGE,BSC,2:1,3:3,0
1292,5,2016/2017,isabella,HSV,FCB,2:1,0:1,0
1293,5,2016/2017,isabella,BRE,WOB,2:1,2:1,"2,5"
1294,5,2016/2017,isabella,TSG,S04,2:1,2:1,"1,85"
1295,5,2016/2017,isabella,KOE,RBL,2:1,1:1,0
1296,5,2016/2017,EB,BVB,SCF,2:1,3:1,"1,15"
1297,5,2016/2017,EB,M05,B04,2:1,2:3,0
1298,5,2016/2017,EB,FCA,D98,2:1,1:0,"1,32"
1299,5,2016/2017,EB,BMG,FCI,2:1,2:0,"1,17"
1300,5,2016/2017,EB,SGE,BSC,2:1,3:3,0
1301,5,2016/2017,EB,HSV,FCB,2:1,0:1,0
1302,5,2016/2017,EB,BRE,WOB,2:1,2:1,"2,5"
1303,5,2016/2017,EB,TSG,S04,2:1,2:1,"1,85"
1304,5,2016/2017,EB,KOE,RBL,2:1,1:1,0
1305,5,2016/2017,AdKo,BVB,SCF,5:0,3:1,"1,14"
1306,5,2016/2017,AdKo,M05,B04,0:2,2:3,"1,35"
1307,5,2016/2017,AdKo,FCA,D98,0:0,1:0,0
1308,5,2016/2017,AdKo,BMG,FCI,1:0,2:0,"1,17"
1309,5,2016/2017,AdKo,SGE,BSC,0:0,3:3,"1,54"
1310,5,2016/2017,AdKo,HSV,FCB,0:3,0:1,"1,19"
1311,5,2016/2017,AdKo,BRE,WOB,0:0,2:1,0
1312,5,2016/2017,AdKo,TSG,S04,1:0,2:1,"1,56"
1313,5,2016/2017,AdKo,KOE,RBL,1:2,1:1,0
1314,5,2016/2017,cbas,BVB,SCF,2:0,3:1,"1,31"
1315,5,2016/2017,cbas,M05,B04,1:2,2:3,"1,64"
1316,5,2016/2017,cbas,FCA,D98,1:0,1:0,"1,74"
1317,5,2016/2017,cbas,BMG,FCI,2:0,2:0,"1,47"
1318,5,2016/2017,cbas,SGE,BSC,0:1,3:3,0
1319,5,2016/2017,cbas,HSV,FCB,0:2,0:1,"1,49"
1320,5,2016/2017,cbas,BRE,WOB,1:2,2:1,0
1321,5,2016/2017,cbas,TSG,S04,1:2,2:1,0
1322,5,2016/2017,cbas,KOE,RBL,2:1,1:1,0
1323,5,2016/2017,OM,BVB,SCF,3:1,3:1,"1,54"
1324,5,2016/2017,OM,M05,B04,3:2,2:3,0
1325,5,2016/2017,OM,FCA,D98,1:0,1:0,"1,74"
1326,5,2016/2017,OM,BMG,FCI,3:1,2:0,"1,3"
1327,5,2016/2017,OM,SGE,BSC,0:1,3:3,0
1328,5,2016/2017,OM,HSV,FCB,0:2,0:1,"1,49"
1329,5,2016/2017,OM,BRE,WOB,1:2,2:1,0
1330,5,2016/2017,OM,TSG,S04,2:2,2:1,0
1331,5,2016/2017,OM,KOE,RBL,2:2,1:1,"1,56"
1332,5,2016/2017,Rockoby87,BVB,SCF,3:1,3:1,"1,54"
1333,5,2016/2017,Rockoby87,M05,B04,1:2,2:3,"1,64"
1334,5,2016/2017,Rockoby87,FCA,D98,1:0,1:0,"1,74"
1335,5,2016/2017,Rockoby87,BMG,FCI,2:0,2:0,"1,47"
1336,5,2016/2017,Rockoby87,SGE,BSC,2:1,3:3,0
1337,5,2016/2017,Rockoby87,HSV,FCB,0:4,0:1,"1,13"
1338,5,2016/2017,Rockoby87,BRE,WOB,1:2,2:1,0
1339,5,2016/2017,Rockoby87,TSG,S04,2:2,2:1,0
1340,5,2016/2017,Rockoby87,KOE,RBL,1:0,1:1,0
1341,5,2016/2017,Soni,BVB,SCF,0:2,3:1,0
1342,5,2016/2017,Soni,M05,B04,3:0,2:3,0
1343,5,2016/2017,Soni,FCA,D98,4:1,1:0,"1,18"
1344,5,2016/2017,Soni,BMG,FCI,1:4,2:0,0
1345,5,2016/2017,Soni,SGE,BSC,1:3,3:3,0
1346,5,2016/2017,Soni,HSV,FCB,0:1,0:1,"2,46"
1347,5,2016/2017,Soni,BRE,WOB,2:0,2:1,"1,75"
1348,5,2016/2017,Soni,TSG,S04,2:1,2:1,"1,85"
1349,5,2016/2017,Soni,KOE,RBL,1:2,1:1,0
1350,5,2016/2017,sunset,BVB,SCF,3:0,3:1,"1,15"
1351,5,2016/2017,sunset,M05,B04,3:2,2:3,0
1352,5,2016/2017,sunset,FCA,D98,0:0,1:0,0
1353,5,2016/2017,sunset,BMG,FCI,2:0,2:0,"1,47"
1354,5,2016/2017,sunset,SGE,BSC,1:2,3:3,0
1355,5,2016/2017,sunset,HSV,FCB,0:4,0:1,"1,13"
1356,5,2016/2017,sunset,BRE,WOB,0:1,2:1,0
1357,5,2016/2017,sunset,TSG,S04,2:0,2:1,"1,32"
1358,5,2016/2017,sunset,KOE,RBL,1:1,1:1,"2,03"
1359,5,2016/2017,Sebastian,BVB,SCF,2:0,3:1,"1,31"
1360,5,2016/2017,Sebastian,M05,B04,2:0,2:3,0
1361,5,2016/2017,Sebastian,FCA,D98,2:0,1:0,"1,21"
1362,5,2016/2017,Sebastian,BMG,FCI,2:0,2:0,"1,47"
1363,5,2016/2017,Sebastian,SGE,BSC,2:0,3:3,0
1364,5,2016/2017,Sebastian,HSV,FCB,2:0,0:1,0
1365,5,2016/2017,Sebastian,BRE,WOB,2:0,2:1,"1,75"
1366,5,2016/2017,Sebastian,TSG,S04,2:0,2:1,"1,32"
1367,5,2016/2017,Sebastian,KOE,RBL,2:0,1:1,0
1368,5,2016/2017,Mehmet Scholl,BVB,SCF,2:1,3:1,"1,15"
1369,5,2016/2017,Mehmet Scholl,M05,B04,1:1,2:3,0
1370,5,2016/2017,Mehmet Scholl,FCA,D98,2:1,1:0,"1,32"
1371,5,2016/2017,Mehmet Scholl,BMG,FCI,3:1,2:0,"1,3"
1372,5,2016/2017,Mehmet Scholl,SGE,BSC,1:0,3:3,0
1373,5,2016/2017,Mehmet Scholl,HSV,FCB,1:3,0:1,"1,32"
1374,5,2016/2017,Mehmet Scholl,BRE,WOB,1:2,2:1,0
1375,5,2016/2017,Mehmet Scholl,TSG,S04,2:1,2:1,"1,85"
1376,5,2016/2017,Mehmet Scholl,KOE,RBL,2:0,1:1,0
1377,5,2016/2017,Alrun,BVB,SCF,4:1,3:1,"1,15"
1378,5,2016/2017,Alrun,M05,B04,2:1,2:3,0
1379,5,2016/2017,Alrun,FCA,D98,1:0,1:0,"1,74"
1380,5,2016/2017,Alrun,BMG,FCI,2:0,2:0,"1,47"
1381,5,2016/2017,Alrun,SGE,BSC,2:1,3:3,0
1382,5,2016/2017,Alrun,HSV,FCB,0:3,0:1,"1,19"
1383,5,2016/2017,Alrun,BRE,WOB,1:2,2:1,0
1384,5,2016/2017,Alrun,TSG,S04,2:0,2:1,"1,32"
1385,5,2016/2017,Alrun,KOE,RBL,2:1,1:1,0
1386,5,2016/2017,Therken,BVB,SCF,2:0,3:1,"1,31"
1387,5,2016/2017,Therken,M05,B04,1:2,2:3,"1,64"
1388,5,2016/2017,Therken,FCA,D98,2:0,1:0,"1,21"
1389,5,2016/2017,Therken,BMG,FCI,2:0,2:0,"1,47"
1390,5,2016/2017,Therken,SGE,BSC,2:1,3:3,0
1391,5,2016/2017,Therken,HSV,FCB,0:3,0:1,"1,19"
1392,5,2016/2017,Therken,BRE,WOB,0:2,2:1,0
1393,5,2016/2017,Therken,TSG,S04,1:1,2:1,0
1394,5,2016/2017,Therken,KOE,RBL,2:1,1:1,0
1395,5,2016/2017,Mirco,BVB,SCF,3:1,3:1,"1,54"
1396,5,2016/2017,Mirco,M05,B04,1:1,2:3,0
1397,5,2016/2017,Mirco,FCA,D98,2:1,1:0,"1,32"
1398,5,2016/2017,Mirco,BMG,FCI,3:0,2:0,"1,17"
1399,5,2016/2017,Mirco,SGE,BSC,1:2,3:3,0
1400,5,2016/2017,Mirco,HSV,FCB,1:7,0:1,"1,11"
1401,5,2016/2017,Mirco,BRE,WOB,1:2,2:1,0
1402,5,2016/2017,Mirco,TSG,S04,2:0,2:1,"1,32"
1403,5,2016/2017,Mirco,KOE,RBL,0:1,1:1,0
1404,5,2016/2017,NOne,BVB,SCF,4:1,3:1,"1,15"
1405,5,2016/2017,NOne,M05,B04,2:2,2:3,0
1406,5,2016/2017,NOne,FCA,D98,2:0,1:0,"1,21"
1407,5,2016/2017,NOne,BMG,FCI,3:0,2:0,"1,17"
1408,5,2016/2017,NOne,SGE,BSC,2:1,3:3,0
1409,5,2016/2017,NOne,HSV,FCB,0:5,0:1,"1,12"
1410,5,2016/2017,NOne,BRE,WOB,1:3,2:1,0
1411,5,2016/2017,NOne,TSG,S04,1:1,2:1,0
1412,5,2016/2017,NOne,KOE,RBL,0:0,1:1,"1,56"
1413,5,2016/2017,JK,BVB,SCF,3:0,3:1,"1,15"
1414,5,2016/2017,JK,M05,B04,1:1,2:3,0
1415,5,2016/2017,JK,FCA,D98,0:1,1:0,0
1416,5,2016/2017,JK,BMG,FCI,1:0,2:0,"1,17"
1417,5,2016/2017,JK,SGE,BSC,3:1,3:3,0
1418,5,2016/2017,JK,HSV,FCB,1:3,0:1,"1,32"
1419,5,2016/2017,JK,BRE,WOB,2:1,2:1,"2,5"
1420,5,2016/2017,JK,TSG,S04,0:0,2:1,0
1421,5,2016/2017,JK,KOE,RBL,0:2,1:1,0
1422,5,2016/2017,pwesterv,BVB,SCF,3:1,3:1,"1,54"
1423,5,2016/2017,pwesterv,M05,B04,3:2,2:3,0
1424,5,2016/2017,pwesterv,FCA,D98,0:0,1:0,0
1425,5,2016/2017,pwesterv,BMG,FCI,2:1,2:0,"1,17"
1426,5,2016/2017,pwesterv,SGE,BSC,0:1,3:3,0
1427,5,2016/2017,pwesterv,HSV,FCB,0:6,0:1,"1,11"
1428,5,2016/2017,pwesterv,BRE,WOB,1:3,2:1,0
1429,5,2016/2017,pwesterv,TSG,S04,1:1,2:1,0
1430,5,2016/2017,pwesterv,KOE,RBL,1:1,1:1,"2,03"
1431,5,2016/2017,han,BVB,SCF,2:1,3:1,"1,15"
1432,5,2016/2017,han,M05,B04,1:0,2:3,0
1433,5,2016/2017,han,FCA,D98,0:0,1:0,0
1434,5,2016/2017,han,BMG,FCI,0:0,2:0,0
1435,5,2016/2017,han,SGE,BSC,0:0,3:3,"1,54"
1436,5,2016/2017,han,HSV,FCB,0:4,0:1,"1,13"
1437,5,2016/2017,han,BRE,WOB,0:2,2:1,0
1438,5,2016/2017,han,TSG,S04,1:1,2:1,0
1439,5,2016/2017,han,KOE,RBL,1:1,1:1,"2,03"
1440,5,2016/2017,mgeveler,BVB,SCF,2:1,3:1,"1,15"
1441,5,2016/2017,mgeveler,M05,B04,1:1,2:3,0
1442,5,2016/2017,mgeveler,FCA,D98,2:1,1:0,"1,32"
1443,5,2016/2017,mgeveler,BMG,FCI,2:1,2:0,"1,17"
1444,5,2016/2017,mgeveler,SGE,BSC,2:1,3:3,0
1445,5,2016/2017,mgeveler,HSV,FCB,1:2,0:1,"1,97"
1446,5,2016/2017,mgeveler,BRE,WOB,1:2,2:1,0
1447,5,2016/2017,mgeveler,TSG,S04,1:1,2:1,0
1448,5,2016/2017,mgeveler,KOE,RBL,1:2,1:1,0
1449,5,2016/2017,Benni,BVB,SCF,3:1,3:1,"1,54"
1450,5,2016/2017,Benni,M05,B04,1:0,2:3,0
1451,5,2016/2017,Benni,FCA,D98,2:1,1:0,"1,32"
1452,5,2016/2017,Benni,BMG,FCI,3:1,2:0,"1,3"
1453,5,2016/2017,Benni,SGE,BSC,2:3,3:3,0
1454,5,2016/2017,Benni,HSV,FCB,0:4,0:1,"1,13"
1455,5,2016/2017,Benni,BRE,WOB,0:2,2:1,0
1456,5,2016/2017,Benni,TSG,S04,2:2,2:1,0
1457,5,2016/2017,Benni,KOE,RBL,1:0,1:1,0
1458,5,2016/2017,TG,BVB,SCF,3:1,3:1,"1,54"
1459,5,2016/2017,TG,M05,B04,0:0,2:3,0
1460,5,2016/2017,TG,FCA,D98,2:0,1:0,"1,21"
1461,5,2016/2017,TG,BMG,FCI,0:0,2:0,0
1462,5,2016/2017,TG,SGE,BSC,0:2,3:3,0
1463,5,2016/2017,TG,HSV,FCB,0:1,0:1,"2,46"
1464,5,2016/2017,TG,BRE,WOB,1:1,2:1,0
1465,5,2016/2017,TG,TSG,S04,1:4,2:1,0
1466,5,2016/2017,TG,KOE,RBL,2:0,1:1,0
1467,5,2016/2017,Mede,BVB,SCF,4:1,3:1,"1,15"
1468,5,2016/2017,Mede,M05,B04,2:2,2:3,0
1469,5,2016/2017,Mede,FCA,D98,1:1,1:0,0
1470,5,2016/2017,Mede,BMG,FCI,3:1,2:0,"1,3"
1471,5,2016/2017,Mede,SGE,BSC,1:2,3:3,0
1472,5,2016/2017,Mede,HSV,FCB,0:5,0:1,"1,12"
1473,5,2016/2017,Mede,BRE,WOB,1:2,2:1,0
1474,5,2016/2017,Mede,TSG,S04,1:2,2:1,0
1475,5,2016/2017,Mede,KOE,RBL,2:2,1:1,"1,56"
1476,5,2016/2017,HoD,BVB,SCF,4:1,3:1,"1,15"
1477,5,2016/2017,HoD,M05,B04,3:0,2:3,0
1478,5,2016/2017,HoD,FCA,D98,2:1,1:0,"1,32"
1479,5,2016/2017,HoD,BMG,FCI,3:1,2:0,"1,3"
1480,5,2016/2017,HoD,SGE,BSC,3:1,3:3,0
1481,5,2016/2017,HoD,HSV,FCB,1:0,0:1,0
1482,5,2016/2017,HoD,BRE,WOB,1:3,2:1,0
1483,5,2016/2017,HoD,TSG,S04,3:1,2:1,"1,32"
1484,5,2016/2017,HoD,KOE,RBL,2:1,1:1,0
1485,5,2016/2017,AS,BVB,SCF,0:0,3:1,0
1486,5,2016/2017,AS,M05,B04,2:0,2:3,0
1487,5,2016/2017,AS,FCA,D98,0:2,1:0,0
1488,5,2016/2017,AS,BMG,FCI,1:0,2:0,"1,17"
1489,5,2016/2017,AS,SGE,BSC,1:1,3:3,"1,72"
1490,5,2016/2017,AS,HSV,FCB,0:4,0:1,"1,13"
1491,5,2016/2017,AS,BRE,WOB,0:3,2:1,0
1492,5,2016/2017,AS,TSG,S04,1:1,2:1,0
1493,5,2016/2017,AS,KOE,RBL,2:3,1:1,0
1494,5,2016/2017,tobi,BVB,SCF,7:1,3:1,"1,13"
1495,5,2016/2017,tobi,M05,B04,0:0,2:3,0
1496,5,2016/2017,tobi,FCA,D98,2:0,1:0,"1,21"
1497,5,2016/2017,tobi,BMG,FCI,4:0,2:0,"1,15"
1498,5,2016/2017,tobi,SGE,BSC,2:1,3:3,0
1499,5,2016/2017,tobi,HSV,FCB,3:1,0:1,0
1500,5,2016/2017,tobi,BRE,WOB,2:5,2:1,0
1501,5,2016/2017,tobi,TSG,S04,3:3,2:1,0
1502,5,2016/2017,tobi,KOE,RBL,4:1,1:1,0
1503,5,2016/2017,MM,BVB,SCF,3:1,3:1,"1,54"
1504,5,2016/2017,MM,M05,B04,,2:3,0
1505,5,2016/2017,MM,FCA,D98,,1:0,0
1506,5,2016/2017,MM,BMG,FCI,,2:0,0
1507,5,2016/2017,MM,SGE,BSC,,3:3,0
1508,5,2016/2017,MM,HSV,FCB,,0:1,0
1509,5,2016/2017,MM,BRE,WOB,1:2,2:1,0
1510,5,2016/2017,MM,TSG,S04,0:1,2:1,0
1511,5,2016/2017,MM,KOE,RBL,1:2,1:1,0
1512,6,2016/2017,EB,RBL,FCA,2:0,2:1,"1,21"
1513,6,2016/2017,EB,SCF,SGE,2:1,1:0,"1,41"
1514,6,2016/2017,EB,FCI,TSG,1:1,1:2,0
1515,6,2016/2017,EB,FCB,KOE,4:1,1:1,0
